,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
1063,1063,user_747,Madrid,Contactless,American Express,3553.49,2024-05-16 05:35:56.187954996,Y,5,3048.153,1523.6173143764734,0.3316692421592784
1064,1064,user_807,Alicante,Online,Visa,864.13,2024-05-26 05:04:33.310012290,Y,5,2362.902,1608.5245306003753,-0.9317681959382922
1076,1076,user_1510,Sevilla,Physical Card,Visa,532.32,2024-05-08 02:26:13.149286187,Y,2,2670.1525,1592.5057118954826,-1.3424331756119363
1077,1077,user_1449,Barcelona,Online,Mastercard,1870.67,2024-05-06 02:32:04.402004349,Y,2,2563.568,1436.9521538370172,-0.48219977133531644
1082,1082,user_392,Albacete,Contactless,Mastercard,4622.92,2024-05-14 02:00:12.933724118,Y,2,2707.1225,1168.737029301288,1.6392032184907592
1089,1089,user_1613,Santa Cruz de Tenerife,Online,Mastercard,569.89,2024-05-06 03:41:42.675616904,Y,3,2488.248235294118,1375.5346910121682,-1.3946273022620175
1095,1095,user_1568,Sevilla,Online,American Express,328.97,2024-05-31 05:27:54.236551007,Y,5,1649.0685714285714,1096.3537096884468,-1.2040809090742317
1099,1099,user_1736,Málaga,Online,Mastercard,2714.98,2024-05-12 04:33:47.191074974,Y,4,3020.3244999999997,1090.2941925654022,-0.2800569810259568
1100,1100,user_18,Madrid,Contactless,American Express,3288.87,2024-05-15 04:29:13.540701522,Y,4,2325.6153846153848,1371.6724888593449,0.7022482576621758
1109,1109,user_1439,Madrid,Online,Mastercard,1587.81,2024-05-09 02:44:23.666446062,Y,2,1628.8023076923077,1361.6760187550356,-0.03010430317322221
1117,1117,user_1809,Madrid,Contactless,Visa,4994.98,2024-05-30 11:42:13.988843717,Y,11,3113.590714285714,1396.3289438957388,1.3473825733821967
1123,1123,user_70,Madrid,Contactless,Visa,118.77,2024-05-04 04:42:25.901484352,Y,4,1778.8600000000001,1244.59262381024,-1.3338420686744406
1127,1127,user_1398,Madrid,Online,Visa,1957.07,2024-05-05 02:03:20.813084995,Y,2,2261.56,1459.129558894617,-0.20867920750688543
1130,1130,user_160,Asturias,Physical Card,Mastercard,4843.36,2024-05-22 04:12:57.384891746,Y,4,2869.049411764706,1790.0299970407987,1.102948325725904
1135,1135,user_1486,Burgos,Physical Card,Mastercard,1443.13,2024-05-09 03:26:35.953483974,Y,3,2888.9814285714283,1735.7457462373204,-0.832985724842297
1137,1137,user_1596,Guadalajara,Online,Visa,4959.91,2024-05-08 17:27:17.477545617,Y,17,2979.4052631578948,1517.9364494945412,1.304734949543899
1142,1142,user_239,Huelva,Contactless,Mastercard,2338.89,2024-05-21 02:40:55.365415524,Y,2,2606.9314999999997,1407.2424720531508,-0.19047286116153836
1144,1144,user_1007,Guipúzcoa,Physical Card,Visa,4691.23,2024-05-16 04:57:57.129620875,Y,4,2692.4273684210525,1549.5701661136086,1.2899077920376034
1165,1165,user_838,Barcelona,Contactless,Mastercard,11.42,2024-05-09 05:56:25.572468563,Y,5,1771.2637499999998,1618.710064534412,-1.0871889837209248
1173,1173,user_1798,Barcelona,Online,Mastercard,176.4,2024-05-03 05:10:40.900066181,Y,5,2222.90375,1651.7742787716688,-1.238973009993756
1178,1178,user_1423,Sevilla,Contactless,Visa,4071.17,2024-05-14 02:31:52.149002552,Y,2,2607.9675,1526.191233668529,0.9587281513096348
1185,1185,user_92,Madrid,Contactless,Mastercard,4632.45,2024-05-08 02:26:13.149286187,Y,2,2445.576,1476.5067797804984,1.4811134157644075
1188,1188,user_458,Burgos,Physical Card,Mastercard,3442.38,2024-05-26 02:05:11.090101162,Y,2,2258.4745,1396.9307527669553,0.8475047869445157
1190,1190,user_87,Santa Cruz de Tenerife,Online,Mastercard,1721.88,2024-05-04 03:49:40.542686962,Y,3,2049.7511111111107,1218.5616504275895,-0.26906403216945296
1194,1194,user_693,Madrid,Online,Mastercard,2560.64,2024-05-14 05:29:07.754561785,Y,5,2213.1092857142858,1486.707317486761,0.2337586626486816
1200,1200,user_795,Soria,Physical Card,Visa,3643.77,2024-05-22 03:56:04.470076581,Y,3,2675.24875,1627.3559529708439,0.5951502178929579
1204,1204,user_1909,Barcelona,Online,Visa,1886.22,2024-05-12 04:08:27.818852226,Y,4,2565.884,1471.782172042131,-0.46179659796867284
1207,1207,user_1552,Sevilla,Online,Mastercard,2976.45,2024-05-31 05:17:21.164791528,Y,5,2011.9923529411763,1188.5680464351283,0.811445040905753
1212,1212,user_735,Almería,Online,Mastercard,1802.9,2024-05-27 03:45:39.566984967,Y,3,1861.8125,1304.2478871569367,-0.04516971089630841
1213,1213,user_824,Barcelona,Online,Visa,3335.88,2024-05-10 02:01:22.367400964,Y,2,2978.6066666666666,1004.0452193758581,0.3558339071176738
1226,1226,user_1050,Valencia,Contactless,Visa,2087.1,2024-05-31 03:52:56.590715704,Y,3,2820.403529411765,1405.1003720950916,-0.5218869370295333
1228,1228,user_1502,Barcelona,Physical Card,Visa,1688.61,2024-05-16 04:47:24.057861397,Y,4,2328.944,1712.023858969261,-0.37402165667569537
1232,1232,user_1371,Lérida,Online,Visa,3233.25,2024-05-09 04:23:34.540985156,Y,4,2466.66,1308.3118823315795,0.585938269270962
1233,1233,user_567,Baleares,Contactless,Mastercard,66.41,2024-05-15 04:58:46.141628060,Y,4,2504.521111111111,1531.8473309772817,-1.5916149487009617
1238,1238,user_592,Álava,Contactless,Mastercard,3439.59,2024-05-31 04:37:15.492105512,Y,4,2315.250666666667,1175.880452083621,0.9561680622728623
1251,1251,user_804,Madrid,Online,Mastercard,3376.28,2024-05-23 04:22:41.444644039,Y,4,2246.4700000000003,1092.120220171613,1.0345106510549402
1260,1260,user_565,Valencia,Online,Visa,2982.3,2024-05-10 05:42:56.874350004,Y,5,2451.15,1432.7987735814374,0.3707080225036294
1261,1261,user_1833,Madrid,Online,Visa,2698.38,2024-05-30 02:01:55.042072421,Y,2,2135.57125,1142.3549491459883,0.49267414687593347
1263,1263,user_1371,Huelva,Online,Visa,4038.0,2024-05-13 05:00:24.165642431,Y,5,2466.66,1308.3118823315795,1.2010438957411829
1265,1265,user_20,La Coruña,Online,Visa,4970.25,2024-05-02 10:55:28.051432353,Y,10,2544.8175,1501.6216283138704,1.6152088210952658
1269,1269,user_1008,Las Palmas,Contactless,Mastercard,4906.98,2024-05-17 04:57:08.117613690,Y,4,3072.35,1028.5568162904272,1.7836933953894158
1272,1272,user_1135,Valencia,Online,Visa,4638.3,2024-05-20 02:41:44.377422709,Y,2,2845.6647368421054,1511.2141547862486,1.1862218584178437
1275,1275,user_1230,La Coruña,Contactless,Mastercard,1193.48,2024-05-24 02:49:01.401153446,Y,2,2671.6275,1634.4976747678256,-0.9043435930307857
1288,1288,user_1328,Segovia,Contactless,Mastercard,2970.17,2024-05-10 03:11:00.641013519,Y,3,1942.9266666666665,1430.1999480585455,0.7182515526782016
1298,1298,user_1157,Soria,Online,Mastercard,3628.87,2024-05-12 03:09:22.616999149,Y,3,2966.4065,1383.108467544165,0.4789671349321316
1302,1302,user_1996,Valencia,Contactless,Visa,4858.09,2024-05-22 02:59:05.882575399,Y,2,3615.355,1427.5823552309223,0.8705172037510777
1304,1304,user_468,Madrid,Contactless,Visa,4747.94,2024-05-08 05:04:29.225678358,Y,5,1957.501875,1454.095026964509,1.9190204720149335
1306,1306,user_1929,Madrid,Physical Card,Visa,3622.65,2024-05-17 02:06:12.355110144,Y,2,2829.6375,1417.7512641621356,0.5593452956422901
1309,1309,user_725,Toledo,Contactless,Mastercard,3822.67,2024-05-10 02:39:21.425735085,Y,2,2371.6083333333336,1233.5694644796727,1.1763112726519487
1310,1310,user_394,Córdoba,Online,Mastercard,1294.45,2024-05-17 03:09:30.785667013,Y,3,2124.7272727272725,1409.8020702005717,-0.5889318013337499
1314,1314,user_652,Guipúzcoa,Contactless,Visa,4953.5,2024-05-13 13:12:05.309634111,Y,13,3258.5588888888888,1420.9327865300706,1.192836935834362
1337,1337,user_1620,Málaga,Online,Mastercard,1042.59,2024-05-30 05:54:02.620780939,Y,5,2300.299,1346.88253069586,-0.933792644374273
1345,1345,user_712,Las Palmas,Contactless,Mastercard,4729.27,2024-05-04 04:29:46.215372979,Y,4,2957.939411764706,1587.2555838753196,1.1159706138255008
1348,1348,user_64,Vizcaya,Contactless,Visa,2741.35,2024-05-04 02:18:56.125555450,Y,2,2334.8114285714287,1228.2341863633535,0.33099434614524176
1367,1367,user_629,Madrid,Contactless,Mastercard,4948.69,2024-05-30 07:14:13.966152973,Y,7,2264.0363636363636,1544.8668760852674,1.7377896295935982
1369,1369,user_823,Salamanca,Online,Mastercard,3358.33,2024-05-21 05:36:04.356622861,Y,5,2207.0060000000003,1643.3958420985084,0.7005761913878489
1382,1382,user_1887,Castellón,Contactless,Mastercard,1779.73,2024-05-05 03:48:51.530679776,Y,3,2145.159230769231,1113.7260350841939,-0.32811411357695847
1384,1384,user_416,Cantabria,Online,Mastercard,1639.36,2024-05-26 05:34:05.910938829,Y,5,2110.57,1312.0411645981237,-0.35914269514884556
1387,1387,user_964,Sevilla,Online,Visa,1496.49,2024-05-09 03:24:29.339132079,Y,3,2506.5745454545454,1577.529843777059,-0.6402950469932874
1395,1395,user_1162,La Coruña,Contactless,Visa,2126.48,2024-05-24 04:28:12.275692540,Y,4,2462.00875,1422.6636516332078,-0.23584545061990958
1402,1402,user_818,Murcia,Physical Card,Visa,1935.86,2024-05-17 03:17:57.243074595,Y,3,2530.876,816.9909137377233,-0.7283018574561735
1403,1403,user_2,Madrid,Online,Visa,4029.25,2024-05-09 03:32:55.796539661,Y,3,2156.903684210526,1457.6250355714124,1.2845184941924959
1405,1405,user_223,Las Palmas,Contactless,Discover,4665.19,2024-05-29 05:59:04.861491916,Y,5,2037.1863636363635,1936.2057720927944,1.357295631612076
1406,1406,user_129,Madrid,Contactless,Visa,736.83,2024-05-15 05:28:18.742554599,Y,5,2300.9333333333334,1194.618496195493,-1.3092910735222505
1429,1429,user_1990,Baleares,Contactless,Mastercard,4641.63,2024-05-01 05:48:11.368062777,Y,5,3275.281,1206.9686247183247,1.13205013951284
1441,1441,user_775,Albacete,Contactless,Mastercard,4957.04,2024-05-18 20:24:49.420440578,Y,20,1975.8965,1743.5098024003341,1.7098518722956328
1444,1444,user_1966,Murcia,Contactless,Visa,4958.72,2024-05-31 01:14:40.514323532,Y,1,2345.4164705882354,1541.4174556919243,1.6953898632468019
1451,1451,user_861,Barcelona,Online,Mastercard,4257.1,2024-05-01 02:53:02.376855441,Y,2,2464.958,1415.0074879024494,1.2665247465627196
1475,1475,user_1013,Gerona,Physical Card,Visa,3195.48,2024-05-14 02:52:58.292521509,Y,2,3094.66,1710.5098838358113,0.05894148929084919
1476,1476,user_1883,Córdoba,Online,Visa,4724.42,2024-05-10 05:13:24.273423466,Y,5,2948.5735714285715,1374.4125794714412,1.2920766697685255
1477,1477,user_1060,Granada,Online,Discover,3190.8,2024-05-23 04:54:20.659922473,Y,4,2490.309375,1192.075896395129,0.5876225055118586
1483,1483,user_1326,Cáceres,Online,Visa,2745.9,2024-05-27 05:20:37.212820270,Y,5,2230.9955,1585.4559917292763,0.3247674503020342
1485,1485,user_636,Segovia,Online,Mastercard,2453.25,2024-05-12 02:37:43.401720714,Y,2,2104.593636363636,1255.062994636307,0.2777998914209066
1495,1495,user_82,Badajoz,Online,Mastercard,3907.52,2024-05-28 03:46:57.169329677,Y,3,2993.9535294117645,1438.6326419770144,0.635024149968392
1500,1500,user_1437,Jaén,Online,Mastercard,4963.03,2024-05-08 08:43:57.118275503,Y,8,2836.23,1633.4371095943673,1.3020397219505744
1510,1510,user_909,Barcelona,Physical Card,Mastercard,709.84,2024-05-17 05:24:34.104188333,Y,5,2738.0838461538465,1213.2822366933594,-1.6716999431900998
1514,1514,user_866,Barcelona,Online,Visa,1791.91,2024-05-22 05:31:02.115911884,Y,5,2643.152222222222,1631.8082420271423,-0.5216557928183715
1517,1517,user_668,Asturias,Contactless,Mastercard,4349.04,2024-05-21 05:10:44.984400113,Y,5,2697.9066666666668,1293.5244412263728,1.27646086978296
1519,1519,user_868,Baleares,Online,Visa,4981.22,2024-05-11 13:01:03.647537108,Y,13,2550.5284210526315,1758.241978430169,1.3824556623984092
1521,1521,user_301,Barcelona,Online,Mastercard,2619.49,2024-05-07 03:49:20.121017301,Y,3,2130.667142857143,1652.3173576685404,0.29584078075206904
1522,1522,user_1188,Orense,Online,Mastercard,307.35,2024-05-13 03:29:39.748510919,Y,3,2220.04,1419.9789978357908,-1.3469847109817517
1523,1523,user_1021,Castellón,Online,Visa,4128.83,2024-05-31 02:34:51.859695566,Y,2,2943.650588235294,1655.4808002566454,0.7159125080647086
1531,1531,user_272,Pontevedra,Physical Card,Visa,4357.06,2024-05-01 02:31:56.233336484,Y,2,2721.305625,1262.9219490529028,1.2952141470236496
1534,1534,user_335,Gerona,Physical Card,Mastercard,1089.13,2024-05-14 04:13:09.637893542,Y,4,2195.4844444444443,1385.8215538136137,-0.7983383152036352
1538,1538,user_759,Barcelona,Contactless,Mastercard,1777.48,2024-05-10 04:43:51.672496927,Y,4,2131.027,1369.4545988058626,-0.25816628043623063
1540,1540,user_691,Lérida,Physical Card,Visa,2967.92,2024-05-03 04:01:02.626453625,Y,4,2430.7092857142857,947.9160161717044,0.5667281754087429
1544,1544,user_1237,Vizcaya,Contactless,Mastercard,3609.32,2024-05-27 03:14:00.351706533,Y,3,2768.369230769231,1307.9242583859202,0.6429659545183203
1553,1553,user_1424,Asturias,Online,Mastercard,4989.29,2024-05-20 00:16:07.987141911,Y,0,2759.4395,1488.8205013134777,1.4977295772275876
1555,1555,user_1342,Castellón,Online,Visa,2564.93,2024-05-12 03:03:02.773943462,Y,3,2487.8205,1459.785163272412,0.05282249877587675
1557,1557,user_1706,Madrid,Online,Visa,478.16,2024-05-03 04:32:41.841732060,Y,4,2364.1600000000003,2081.5279582940993,-0.9060651779789964
1559,1559,user_1738,Madrid,Online,Mastercard,356.52,2024-05-24 04:38:45.347452018,Y,4,1794.6592857142857,1006.8192166992221,-1.4283987252737513
1561,1561,user_1515,Tarragona,Online,American Express,820.75,2024-05-20 02:29:04.691311335,Y,2,2267.29,1679.133563465264,-0.8614800105685128
1564,1564,user_804,Santa Cruz de Tenerife,Online,Visa,2875.01,2024-05-14 05:39:40.826321263,Y,5,2246.4700000000003,1092.120220171613,0.5755227202928563
1565,1565,user_13,Barcelona,Online,Mastercard,1966.22,2024-05-19 04:38:37.178784154,Y,4,2755.0368750000002,1229.6862688166643,-0.641478151788329
1572,1572,user_825,Toledo,Online,Visa,3827.14,2024-05-31 03:21:17.375437269,Y,3,2123.00375,1348.2128524970879,1.2639964430272934
1576,1576,user_1821,Madrid,Online,Mastercard,2528.61,2024-05-04 02:16:49.511203554,Y,2,2303.0325000000003,1486.93641510994,0.15170621803846351
1590,1590,user_1297,Barcelona,Online,Visa,375.69,2024-05-14 03:37:17.193911317,Y,3,2633.461176470588,1421.682274854698,-1.5880982807507686
1596,1596,user_1888,Valencia,Contactless,Mastercard,4547.84,2024-05-26 05:12:59.767419873,Y,5,2526.758333333333,2169.61692393304,0.9315384869891633
1598,1598,user_660,Pontevedra,Online,Visa,3319.68,2024-05-27 04:25:45.239670984,Y,4,2681.6178571428572,1095.9184244569874,0.5822168225461614
1602,1602,user_1923,Pontevedra,Contactless,Visa,3725.12,2024-05-05 02:43:26.485771012,Y,2,2783.179,1338.574559608923,0.7036896026734564
1603,1603,user_1540,Barcelona,Online,Visa,4149.62,2024-05-20 02:50:10.834830292,Y,2,3519.7580000000003,716.7681271652639,0.8787528018175584
1606,1606,user_1429,Zaragoza,Physical Card,Visa,2696.49,2024-05-04 05:01:25.430651413,Y,5,2583.946842105263,1439.9103213281207,0.078159838309188
1609,1609,user_1489,Madrid,Contactless,Visa,3327.99,2024-05-28 03:27:57.640162617,Y,3,3004.0066666666667,1370.4492358736484,0.23640666494793353
1610,1610,user_1977,Madrid,Contactless,Mastercard,2663.78,2024-05-22 03:15:58.797390564,Y,3,2703.5653846153846,1468.5599358249756,-0.02709142721712247
1621,1621,user_1970,Valencia,Online,Mastercard,603.78,2024-05-13 04:07:38.806845041,Y,4,2962.820909090909,1755.9988128153989,-1.3434182824467007
1622,1622,user_1019,Gerona,Online,Mastercard,2569.45,2024-05-16 02:00:41.524061643,Y,2,2659.7815789473684,1651.8646769039299,-0.05468461200870037
1625,1625,user_555,Madrid,Online,Visa,3489.49,2024-05-20 03:32:23.121868204,Y,3,2533.23,1518.1494829409407,0.6298852720007153
1626,1626,user_1391,Vizcaya,Contactless,Mastercard,1930.54,2024-05-09 05:20:33.128486338,Y,5,2252.756153846154,1478.24769447105,-0.21797169381782822
1630,1630,user_1308,Baleares,Online,Mastercard,3856.14,2024-05-25 05:56:01.066464971,Y,5,3856.14,,
1633,1633,user_1168,La Coruña,Physical Card,Visa,248.38,2024-05-25 05:01:09.093315685,Y,5,984.9766666666668,641.9399855386275,-1.1474540973617906
1648,1648,user_1748,Soria,Contactless,Visa,4382.18,2024-05-27 02:12:48.535501560,Y,2,2237.106875,1264.8861914692498,1.6958625522730664
1653,1653,user_788,Castellón,Contactless,Discover,1577.54,2024-05-22 03:24:25.254798146,Y,3,2496.194,1249.2941557594581,-0.7353384275151286
1655,1655,user_1251,Albacete,Online,Mastercard,1676.74,2024-05-24 05:01:58.105322870,Y,5,2067.5358823529414,1333.314920996062,-0.29310095926999347
1658,1658,user_138,Guipúzcoa,Contactless,Mastercard,4985.15,2024-05-30 07:03:40.894393495,Y,7,2872.209,1531.3904583558476,1.3797532748561883
1660,1660,user_827,Castellón,Online,Mastercard,4674.01,2024-05-02 05:11:29.912073366,Y,5,3108.972222222222,1429.6912788061777,1.0946683392267857
1666,1666,user_1559,Asturias,Online,Mastercard,3597.5,2024-05-10 05:51:23.331757587,Y,5,2558.451,1410.539821971492,0.7366321629599478
1673,1673,user_1133,Madrid,Contactless,Mastercard,3575.45,2024-05-17 05:30:53.947244020,Y,5,2351.8762500000003,1673.5747506967364,0.7311138922779553
1677,1677,user_963,Madrid,Contactless,Mastercard,4648.96,2024-05-21 02:17:42.607544672,Y,2,3606.576923076923,896.010961990092,1.1633597368138044
1679,1679,user_574,Valencia,Online,Mastercard,2420.33,2024-05-26 05:23:32.839179351,Y,5,2478.8392307692307,1510.7194720974371,-0.038729381496617823
1693,1693,user_782,Barcelona,Contactless,Mastercard,262.84,2024-05-29 04:07:14.300841448,Y,4,2864.5982352941173,1167.0502371108287,-2.229345535060323
1702,1702,user_1129,Zaragoza,Online,Visa,1813.19,2024-05-21 03:44:13.795972393,Y,3,1937.9135294117646,954.7283028363432,-0.13063772074341054
1714,1714,user_1704,Valencia,Physical Card,Mastercard,4385.19,2024-05-18 04:14:06.818568592,Y,4,2288.666842105263,1683.1727428944441,1.245578130198021
1722,1722,user_277,Madrid,Contactless,Mastercard,3819.56,2024-05-01 04:40:39.708802117,Y,4,2520.311,1497.7335973652548,0.8674767009871314
1726,1726,user_547,Barcelona,Physical Card,Mastercard,4988.4,2024-05-27 15:03:02.773943462,Y,15,2647.338,1656.4462423787033,1.4133039395460059
1729,1729,user_800,Murcia,Contactless,Mastercard,909.61,2024-05-13 02:28:27.932305946,Y,2,2526.3675,1159.5499129249615,-1.3942974614363373
1737,1737,user_1546,Valencia,Contactless,Visa,3041.58,2024-05-11 04:34:36.203082159,Y,4,2715.803125,1459.260390237551,0.22324793928448042
1749,1749,user_531,Zamora,Online,Mastercard,4395.18,2024-05-31 03:44:30.133308121,Y,3,2994.8450000000003,1177.627532300996,1.1891153710238502
1755,1755,user_458,Madrid,Physical Card,Mastercard,1951.46,2024-05-02 05:05:10.069017679,Y,5,2258.4745,1396.9307527669553,-0.21977789478246088
1761,1761,user_1993,Navarra,Online,Mastercard,2354.15,2024-05-24 03:31:13.688191358,Y,3,2681.5465,1338.3089015119238,-0.2446344783555808
1773,1773,user_1738,Valencia,Physical Card,Visa,1344.27,2024-05-17 02:20:58.655573414,Y,2,1794.6592857142857,1006.8192166992221,-0.44733878559733065
1776,1776,user_1184,Las Palmas,Online,Mastercard,3567.54,2024-05-09 02:27:30.751630897,Y,2,2630.9975,1538.926537834084,0.608568685363051
1777,1777,user_1729,Valencia,Online,American Express,2283.64,2024-05-07 03:45:06.892313510,Y,3,3245.095,1515.3206081178553,-0.6344894901114035
1786,1786,user_441,Valencia,Physical Card,Mastercard,1927.57,2024-05-13 03:31:46.362862815,Y,3,2596.0222222222224,1375.8463621800886,-0.4858480137004765
1794,1794,user_1364,Almería,Contactless,Mastercard,574.73,2024-05-23 05:25:59.875200907,Y,5,2356.3114285714287,1522.1469144238706,-1.1704398646997576
1797,1797,user_201,Cádiz,Online,Mastercard,171.92,2024-05-24 05:37:50.549305096,Y,5,1608.2699999999998,1507.1049435590078,-0.9530524109409918
